Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015811018.1	E3 ubiquitin-protein ligase RNF31	rnf31	Rnf31
XP_015811021.1	ER membrane protein complex subunit 9	emc9	Emc9
XP_015811025.1	E3 ubiquitin-protein ligase MSL2-like	LOC107383105	Msl2
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Aadacl4
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Nceh1
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Aadacl3
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Aadacl4fm4
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Aadacl4fm2
XP_015811026.1	neutral cholesterol ester hydrolase 1-like	LOC107383106	Aadacl4fm5
XP_015811032.1	oxysterol-binding protein-related protein 8 isoform X3	osbpl8	Osbpl8
XP_015811039.1	acyl-coenzyme A thioesterase 9, mitochondrial isoform X1	acot9	Acot10
XP_015811039.1	acyl-coenzyme A thioesterase 9, mitochondrial isoform X1	acot9	Acot9
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad3
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad15
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad10
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad12
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad18
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad8
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1a
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad11
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad19
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad17
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad4
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad13
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad14
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad16
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad6
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad2
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ad7
XP_015811046.1	eukaryotic translation initiation factor 1A, X-chromosomal	LOC107383115	Eif1ax
XP_015811047.1	ribosomal protein S6 kinase alpha-3-like	LOC107383116	Rps6ka3
XP_015811050.1	oxysterol-binding protein-related protein 8 isoform X5	osbpl8	Osbpl8
XP_015811050.1	oxysterol-binding protein-related protein 8 isoform X5	osbpl8	Osbpl5
XP_015811056.1	zinc finger HIT domain-containing protein 1	znhit1	Znhit1
XP_015811058.1	kelch-like protein 15 isoform X1	klhl15	Klhl15
XP_015811059.1	kelch-like protein 15 isoform X2	klhl15	Klhl15
XP_015811060.1	eukaryotic translation initiation factor 2 subunit 3	eif2s3	Eif2s3x
XP_015811060.1	eukaryotic translation initiation factor 2 subunit 3	eif2s3	Eif2s3y
XP_015811061.1	leucine-rich repeat-containing protein 34 isoform X1	lrrc34	Lrrc34
XP_015811067.1	myoneurin isoform X3	mynn	Mynn
XP_015811072.1	TRAF2 and NCK-interacting protein kinase-like	LOC107383129	Tnik
XP_015811074.1	60S ribosomal protein L22-like 1 isoform X1	rpl22l1	Rpl22l1
XP_015811075.1	60S ribosomal protein L22-like 1 isoform X2	rpl22l1	Rpl22l1
XP_015811078.1	palmitoyltransferase ZDHHC17	zdhhc17	Zdhhc17
XP_015811084.1	cullin-1	cul1	Cul1
XP_015811085.1	histone-lysine N-methyltransferase EZH2	ezh2	Ezh2
XP_015811091.1	cysteine and glycine-rich protein 2	LOC107383140	Csrp2
XP_015811091.1	cysteine and glycine-rich protein 2	LOC107383140	Csrp1
XP_015811091.1	cysteine and glycine-rich protein 2	LOC107383140	Csrp3
XP_015811101.1	tubulin beta-5 chain	LOC107383143	Tubb6
XP_015811101.1	tubulin beta-5 chain	LOC107383143	Tubb3
XP_015811102.1	checkpoint protein HUS1 isoform X1	hus1	Hus1
XP_015811102.1	checkpoint protein HUS1 isoform X1	hus1	Hus1b
XP_015811104.1	protein FAM69C isoform X1	fam69c	Dipk1c
XP_015811106.1	protein FAM69C isoform X2	fam69c	Dipk1c
XP_015811107.1	uncharacterized protein C18orf63 homolog	csgr08h18orf63	Gm17266
XP_015811108.1	cytochrome b5	LOC107383147	Cyb5a
XP_015811109.1	protein phosphatase 1 regulatory subunit 3G-like	LOC107383148	Ppp1r3g
XP_015811111.1	transcription factor 24	tcf24	Tcf24
XP_015811114.1	orofacial cleft 1 candidate gene 1 protein	ofcc1	Ofcc1
XP_015811118.1	transcription factor E2F7 isoform X3	e2f7	E2f7
XP_015811121.1	leucine-rich repeat-containing protein 31	lrrc31	Lrrc31
XP_015811123.1	melanoma receptor tyrosine-protein kinase-like	LOC107383161	Egfr
XP_015811127.1	E1A-binding protein p400-like isoform X1	LOC107383167	Ep400
XP_015811128.1	E1A-binding protein p400-like isoform X2	LOC107383167	Ep400
XP_015811130.1	transcription factor SOX-4-like	LOC107383169	Sox12
XP_015811133.1	zinc finger and SCAN domain-containing protein 2-like	LOC107383178	Zfp46
XP_015811135.1	mediator of RNA polymerase II transcription subunit 10	med10	Med10
XP_015811137.1	ubiquitin-conjugating enzyme E2Q-like protein 1	ube2ql1	Ube2ql1
XP_015811138.1	tRNA (cytosine(34)-C(5))-methyltransferase	nsun2	Nsun2
XP_015811139.1	non-canonical poly(A) RNA polymerase PAPD7	papd7	Tent4a
XP_015811140.1	3-oxo-5-alpha-steroid 4-dehydrogenase 1	srd5a1	Srd5a1
XP_015811141.1	adenylate cyclase type 2-like	LOC107383184	Adcy4
XP_015811142.1	transcription factor HES-7.1-A-like	LOC107383157	Hes7
XP_015811150.1	triple functional domain protein isoform X7	LOC107383187	Trio
XP_015811151.1	triple functional domain protein isoform X8	LOC107383187	Trio
XP_015811152.1	triple functional domain protein isoform X9	LOC107383187	Trio
XP_015811153.1	growth factor receptor-bound protein 10-like isoform X1	LOC107383188	Grb7
XP_015811164.1	60S ribosomal protein L14	rpl14	Rpl14
XP_015811165.1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5-like	LOC107383196	Abhd5
XP_015811166.1	testis- and ovary-specific PAZ domain-containing protein 1	topaz1	Topaz1
XP_015811168.1	E3 ubiquitin-protein ligase TRIM71	trim71	Trim71
XP_015811168.1	E3 ubiquitin-protein ligase TRIM71	trim71	Nhlrc1
XP_015811170.1	cholecystokinin-like	LOC107383200	Cck
XP_015811171.1	trafficking kinesin-binding protein 1-like	LOC107383201	Trak1
XP_015811171.1	trafficking kinesin-binding protein 1-like	LOC107383201	Hap1
XP_015811178.1	maturin	mturn	Mturn
XP_015811180.1	thioredoxin-like protein 4A	txnl4a	Txnl4a
XP_015811184.1	tRNA dimethylallyltransferase, mitochondrial	trit1	Trit1
XP_015811185.1	protein L-Myc	mycl	Mycl
XP_015811186.1	sodium-dependent lysophosphatidylcholine symporter 1	mfsd2a	Mfsd2a
XP_015811187.1	SOSS complex subunit C	inip	Inip
XP_015811188.1	uncharacterized protein KIAA1522 homolog isoform X1	kiaa1522	C77080
XP_015811190.1	uncharacterized protein KIAA1522 homolog isoform X3	kiaa1522	C77080
XP_015811191.1	uncharacterized protein KIAA1522 homolog isoform X4	kiaa1522	C77080
XP_015811192.1	neuron navigator 3 isoform X4	nav3	Nav3
XP_015811193.1	tyrosine--tRNA ligase, cytoplasmic isoform X1	yars	Yars
XP_015811194.1	tyrosine--tRNA ligase, cytoplasmic isoform X2	yars	Yars
XP_015811196.1	telomerase reverse transcriptase	tert	Tert
XP_015811197.1	sodium-dependent neutral amino acid transporter B(0)AT3-like	LOC107383217	Slc6a18
XP_015811199.1	sodium-dependent neutral amino acid transporter B(0)AT1-like	LOC107383219	Slc6a19
XP_015811210.1	protein 4.1 isoform X2	epb41	Epb41
XP_015811210.1	protein 4.1 isoform X2	epb41	Epb41l2
XP_015811211.1	protein 4.1 isoform X3	epb41	Epb41
XP_015811212.1	protein 4.1 isoform X4	epb41	Epb41
XP_015811213.1	protein 4.1 isoform X5	epb41	Epb41
XP_015811216.1	interleukin enhancer-binding factor 2	ilf2	Ilf2
XP_015811218.1	neuron navigator 3 isoform X7	nav3	Nav3
XP_015811219.1	peroxisomal membrane protein 11B isoform X2	pex11b	Gm42957
XP_015811219.1	peroxisomal membrane protein 11B isoform X2	pex11b	Pex11b
XP_015811221.1	chromatin target of PRMT1 protein isoform X2	chtop	Chtop
XP_015811222.1	SNARE-associated protein Snapin	snapin	Snapin
XP_015811225.1	protein S100-A14	s100a14	S100a14
XP_015811231.1	protachykinin-1	tac1	Tac1
XP_015811234.1	asparagine synthetase [glutamine-hydrolyzing]	asns	Asns
XP_015811235.1	actin-binding protein anillin isoform X1	anln	Anln
XP_015811236.1	actin-binding protein anillin isoform X2	anln	Anln
XP_015811237.1	endonuclease/exonuclease/phosphatase family domain-containing protein 1	eepd1	Eepd1
XP_015811239.1	septin-7 isoform X2	sept7	Septin7
XP_015811241.1	leucine-rich repeat-containing protein 3B	lrrc3b	Lrrc3b
XP_015811242.1	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	oxsm	Oxsm
XP_015811243.1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase isoform X1	ngly1	Ngly1
XP_015811244.1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase isoform X2	ngly1	Ngly1
XP_015811245.1	DNA topoisomerase 2-beta	top2b	Top2b
XP_015811246.1	nuclear receptor subfamily 1 group D member 2-like	LOC107383245	Nr1d2
XP_015811248.1	thyroid hormone receptor beta isoform X2	thrb	Thrb
XP_015811250.1	thyroid hormone receptor beta isoform X3	thrb	Thrb
XP_015811253.1	60S ribosomal protein L15	rpl15	Rpl15
XP_015811254.1	splicing factor 3A subunit 3	sf3a3	Sf3a3
XP_015811255.1	ubiquitin-conjugating enzyme E2 E2-like	LOC107383251	Ube2e2
XP_015811257.1	syntaxin-12	stx12	Stx12
XP_015811258.1	DNA-directed RNA polymerase I subunit RPA12	znrd1	Polr1h
XP_015811259.1	general transcription factor IIH subunit 4	gtf2h4	Gtf2h4
XP_015811263.1	translocon-associated protein subunit beta	ssr2	Ssr2
XP_015811265.1	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1	ppp1r10	Ppp1r10
XP_015811265.1	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1	ppp1r10	Prr3
XP_015811266.1	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X2	ppp1r10	Ppp1r10
XP_015811267.1	ATP-binding cassette sub-family F member 1	abcf1	Abcf1
XP_015811268.1	28S ribosomal protein S18b, mitochondrial	mrps18b	Mrps18b
XP_015811274.1	uncharacterized protein C6orf136 homolog	csgr09h6orf136	2310061I04Rik
XP_015811276.1	alpha-tubulin N-acetyltransferase 1 isoform X1	atat1	Atat1
XP_015811277.1	alpha-tubulin N-acetyltransferase 1 isoform X2	atat1	Atat1
XP_015811285.1	valine--tRNA ligase, mitochondrial	vars2	Vars2
XP_015811286.1	uncharacterized protein C6orf47 homolog	csgr09h6orf47	D17H6S53E
XP_015811287.1	protein phosphatase 1 regulatory subunit 11	ppp1r11	Ppp1r11
XP_015811288.1	phosphatidylinositide phosphatase SAC1-B-like	LOC107383275	Sacm1l
XP_015811289.1	tRNA selenocysteine 1-associated protein 1	trnau1ap	Trnau1ap
XP_015811290.1	transcriptional repressor p66-beta	gatad2b	Gatad2b
XP_015811293.1	TBC1 domain family member 5 isoform X1	tbc1d5	Tbc1d5
XP_015811294.1	TBC1 domain family member 5 isoform X2	tbc1d5	Tbc1d5
XP_015811296.1	potassium voltage-gated channel subfamily H member 8	kcnh8	Kcnh8
XP_015811299.1	insulin-like growth factor 2 mRNA-binding protein 3 isoform X3	LOC107383282	Igf2bp3
XP_015811300.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	osgep	Osgep
XP_015811303.1	transmembrane glycoprotein NMB isoform X2	gpnmb	Gpnmb
XP_015811306.1	coiled-coil domain-containing protein 126	ccdc126	Ccdc126
XP_015811307.1	pro-neuropeptide Y	npy	Npy
XP_015811308.1	MAGUK p55 subfamily member 6	mpp6	Pals2
XP_015811309.1	protein argonaute-2	LOC107383289	Ago2
XP_015811310.1	homeobox protein DLX-5 isoform X1	dlx5	Obox1
XP_015811311.1	homeobox protein DLX-5 isoform X2	dlx5	Dlx5
XP_015811312.1	homeobox protein DLX-6	dlx6	Dlx6
XP_015811313.1	DNA-(apurinic or apyrimidinic site) lyase	apex1	Apex1
XP_015811314.1	26S proteasome complex subunit DSS1	shfm1	Sem1
XP_015811318.1	cytoplasmic dynein 1 intermediate chain 1-like isoform X2	LOC107383295	Dync1i1
XP_015811319.1	CAS1 domain-containing protein 1 isoform X1	casd1	Casd1
XP_015811320.1	CAS1 domain-containing protein 1 isoform X2	casd1	Casd1
XP_015811322.1	epsilon-sarcoglycan isoform X2	sgce	Sgce
XP_015811323.1	epsilon-sarcoglycan isoform X3	sgce	Sgce
XP_015811324.1	epsilon-sarcoglycan isoform X4	sgce	Sgce
XP_015811324.1	epsilon-sarcoglycan isoform X4	sgce	Sgca
XP_015811326.1	epsilon-sarcoglycan isoform X5	sgce	Sgce
XP_015811327.1	ankyrin repeat and SOCS box protein 4 isoform X1	asb4	Asb4
XP_015811328.1	ankyrin repeat and SOCS box protein 4 isoform X2	asb4	Asb4
XP_015811329.1	pyruvate dehydrogenase kinase, isozyme 4	pdk4	Pdk4
XP_015811330.1	collagen alpha-2(I) chain isoform X1	col1a2	Col1a2
XP_015811332.1	collagen alpha-2(I) chain isoform X3	col1a2	Col1a2
XP_015811335.1	BET1 homolog	bet1	Bet1
XP_015811336.1	tissue factor pathway inhibitor 2	tfpi2	Tfpi2
XP_015811337.1	serine/threonine-protein phosphatase 6 regulatory subunit 2-like	LOC107383303	Ppp6r2
XP_015811339.1	calcitonin receptor isoform X2	calcr	Calcr
XP_015811340.1	syndetin	vps50	Vps50
XP_015811341.1	HEPACAM family member 2	hepacam2	Hepacam2
XP_015811342.1	cyclin-dependent kinase 6	cdk6	Cdk6
XP_015811342.1	cyclin-dependent kinase 6	cdk6	E030030I06Rik
XP_015811343.1	protein FAM133B	fam133b	Fam133b
XP_015811347.1	phosphatidylserine synthase 1-like	LOC107383315	Ptdss1
XP_015811348.1	chloride anion exchanger-like	LOC107383313	Slc26a3
XP_015811352.1	biotinidase-like	LOC107383317	Vnn1
XP_015811352.1	biotinidase-like	LOC107383317	Vnn3
XP_015811352.1	biotinidase-like	LOC107383317	Btd
XP_015811353.1	uncharacterized protein C1orf50 homolog isoform X1	csgr09h1orf50	AU022252
XP_015811356.1	sorting nexin-13 isoform X2	snx13	Snx13
XP_015811359.1	DNA-directed RNA polymerase I subunit RPA43	twistnb	Polr1f
XP_015811360.1	transmembrane protein 196	tmem196	Tmem196
XP_015811361.1	integrin beta-8	itgb8	Itgb8
XP_015811365.1	transcription factor Sp4	sp4	Sp4
XP_015811368.1	hairy/enhancer-of-split related with YRPW motif-like protein	LOC107383332	Heyl
XP_015811373.1	small integral membrane protein 12	smim12	Smim12
XP_015811374.1	peflin	pef1	Pef1
XP_015811380.1	E3 ubiquitin-protein ligase Hakai isoform X4	cbll1	Cbll1
XP_015811381.1	mitochondrial import receptor subunit TOM7 homolog	tomm7	Tomm7
XP_015811383.1	hyccin isoform X1	fam126a	Fam126a
XP_015811384.1	hyccin isoform X2	fam126a	Fam126a
XP_015811389.1	kelch-like protein 7	klhl7	Klhl7
XP_015811390.1	protein asteroid homolog 1	aste1	Aste1
XP_015811393.1	dynein heavy chain 3, axonemal-like isoform X1	LOC107383346	Dnah3
XP_015811398.1	oxidoreductase NAD-binding domain-containing protein 1	oxnad1	Oxnad1
XP_015811400.1	deleted in azoospermia-like	dazl	Dazl
XP_015811402.1	WAS/WASL-interacting protein family member 3-like	LOC107383351	Wipf3
XP_015811404.1	acetylcholinesterase collagenic tail peptide-like	LOC107383352	Colq
XP_015811404.1	acetylcholinesterase collagenic tail peptide-like	LOC107383352	Col16a1
XP_015811404.1	acetylcholinesterase collagenic tail peptide-like	LOC107383352	Fcnb
XP_015811406.1	pro-FMRFamide-related neuropeptide VF	npvf	Npvf
XP_015811407.1	nuclear factor erythroid 2-related factor 3	nfe2l3	Nfe2l3
XP_015811408.1	chloride anion exchanger-like	LOC107383353	Slc26a3
XP_015811408.1	chloride anion exchanger-like	LOC107383353	Slc26a4
XP_015811409.1	chromobox protein homolog 3	cbx3	Cbx3
XP_015811414.1	homeobox protein Hox-A3	hoxa3	Hoxa3
XP_015811415.1	homeobox protein Hox-A2	hoxa2	Hoxa2
XP_015811415.1	homeobox protein Hox-A2	hoxa2	Gm28308
XP_015811416.1	homeobox protein Hox-A4	LOC107383364	Hoxa4
XP_015811417.1	homeobox protein Hox-A5	hoxa5	Hoxa5
XP_015811418.1	homeobox protein Hox-A7	hoxa7	Hoxa7
XP_015811418.1	homeobox protein Hox-A7	hoxa7	Hoxb7
XP_015811419.1	homeobox protein Hox-A1	hoxa1	Hoxa1
XP_015811419.1	homeobox protein Hox-A1	hoxa1	Hoxd1
XP_015811420.1	homeobox protein Hox-A10	hoxa10	Hoxa10
XP_015811421.1	homeobox protein Hox-A13	hoxa13	Hoxb13
XP_015811421.1	homeobox protein Hox-A13	hoxa13	Hoxa13
XP_015811422.1	homeobox protein Hox-A11	hoxa11	Hoxa11
XP_015811423.1	homeobox protein Hox-A9	hoxa9	Hoxa9
XP_015811425.1	homeobox even-skipped homolog protein 1	evx1	Evx1
XP_015811427.1	tax1-binding protein 1 homolog A-like	LOC107383378	Calcoco2
XP_015811428.1	juxtaposed with another zinc finger protein 1	jazf1	Jazf1
XP_015811429.1	TLR4 interactor with leucine rich repeats	tril	Tril
XP_015811434.1	oxysterol-binding protein-related protein 3	osbpl3	Osbpl3
XP_015811436.1	nucleoporin-like protein 2 isoform X1	nupl2	Nupl2
XP_015811438.1	regulating synaptic membrane exocytosis protein 3	rims3	Rims3
XP_015811440.1	stromal membrane-associated protein 2-like isoform X2	LOC107383386	Smap2
XP_015811441.1	myotubularin-related protein 5 isoform X3	sbf1	Sbf1
XP_015811443.1	trafficking protein particle complex subunit 3	trappc3	Trappc3
XP_015811443.1	trafficking protein particle complex subunit 3	trappc3	Trappc3l
XP_015811444.1	collagen alpha-2(VIII) chain	col8a2	Col8a2
XP_015811446.1	protein tyrosine phosphatase type IVA 2	LOC107383389	Ptp4a2
XP_015811455.1	adhesion G protein-coupled receptor B2 isoform X3	adgrb2	Adgrb2
XP_015811456.1	LOW QUALITY PROTEIN: glutamate receptor 1-like	LOC107383368	Gria1
XP_015811458.1	adhesion G protein-coupled receptor B2 isoform X4	adgrb2	Adgrb2
XP_015811465.1	adhesion G protein-coupled receptor B2 isoform X11	adgrb2	Adgrb2
XP_015811467.1	myotubularin-related protein 5 isoform X6	sbf1	Sbf1
XP_015811468.1	collagen alpha-1(XVI) chain isoform X1	col16a1	Col16a1
XP_015811471.1	collagen alpha-2(IX) chain	col9a2	Col9a2
XP_015811473.1	CUB and sushi domain-containing protein 2	csmd2	Cd55b
XP_015811473.1	CUB and sushi domain-containing protein 2	csmd2	Susd4
XP_015811473.1	CUB and sushi domain-containing protein 2	csmd2	Csmd2
XP_015811473.1	CUB and sushi domain-containing protein 2	csmd2	Csmd3
XP_015811474.1	myotubularin-related protein 5 isoform X7	sbf1	Sbf1
XP_015811476.1	E3 ubiquitin-protein ligase TRIM63-like isoform X2	LOC107383400	Trim63
XP_015811477.1	dnaJ homolog subfamily C member 5B-like	LOC107383401	Dnajc5b
XP_015811477.1	dnaJ homolog subfamily C member 5B-like	LOC107383401	Dnajc28
XP_015811478.1	tetratricopeptide repeat protein 19, mitochondrial isoform X1	ttc19	Ttc19
XP_015811481.1	solute carrier organic anion transporter family member 5A1-like	LOC107383404	Slco6d1
XP_015811483.1	ran-binding protein 9	ranbp9	Ranbp9
XP_015811484.1	reticulophagy receptor FAM134B isoform X1	fam134b	Retreg1
XP_015811485.1	reticulophagy receptor FAM134B isoform X2	fam134b	Retreg1
XP_015811486.1	E3 ubiquitin-protein ligase RNF182	rnf182	Rnf182
XP_015811487.1	MLN64 N-terminal domain homolog	stard3nl	Stard3nl
XP_015811488.1	nucleolar protein 7	nol7	Nol7
XP_015811489.1	mammalian ependymin-related protein 1	epdr1	Epdr1
XP_015811490.1	myotubularin-related protein 5 isoform X9	sbf1	Sbf1
XP_015811491.1	nucleolar GTP-binding protein 1	gtpbp4	Gtpbp4
XP_015811492.1	WD repeat-containing protein 37 isoform X1	wdr37	Wdr37
XP_015811494.1	disco-interacting protein 2 homolog C	dip2c	Dip2c
XP_015811494.1	disco-interacting protein 2 homolog C	dip2c	Dip2a
XP_015811497.1	extended synaptotagmin-2-like isoform X3	LOC107383415	Esyt2
XP_015811497.1	extended synaptotagmin-2-like isoform X3	LOC107383415	Esyt3
XP_015811498.1	la-related protein 4B isoform X1	larp4b	Larp4b
XP_015811499.1	la-related protein 4B isoform X2	larp4b	Larp4b
XP_015811502.1	ADM2	adm2	Adm2
XP_015811503.1	receptor-type tyrosine-protein phosphatase N2-like	LOC107383419	Ptprn2
XP_015811507.1	zinc finger MYND domain-containing protein 11 isoform X4	zmynd11	Zmynd11
XP_015811508.1	zinc finger MYND domain-containing protein 11 isoform X5	zmynd11	Zmynd11
XP_015811509.1	zinc finger MYND domain-containing protein 11 isoform X6	zmynd11	Zmynd11
XP_015811510.1	vasoactive intestinal polypeptide receptor 2-like	LOC107383421	Vipr2
XP_015811511.1	beta-lactamase-like protein 2	lactb2	Lactb2
XP_015811516.1	presequence protease, mitochondrial	pitrm1	Pitrm1
XP_015811517.1	ATP-dependent 6-phosphofructokinase, platelet type-like isoform X1	LOC107383427	Pfkp
XP_015811518.1	ATP-dependent 6-phosphofructokinase, platelet type-like isoform X2	LOC107383427	Pfkp
XP_015811524.1	C-type lectin domain family 4 member E-like	LOC107383434	Klrb1b
XP_015811524.1	C-type lectin domain family 4 member E-like	LOC107383434	Clec4n
XP_015811524.1	C-type lectin domain family 4 member E-like	LOC107383434	Klra2
XP_015811524.1	C-type lectin domain family 4 member E-like	LOC107383434	Clec1b
XP_015811524.1	C-type lectin domain family 4 member E-like	LOC107383434	Clec4e
XP_015811528.1	cAMP-responsive element modulator-like isoform X2	LOC107383436	Crem
XP_015811529.1	partitioning defective 3 homolog isoform X1	LOC107383437	Pard3
XP_015811530.1	partitioning defective 3 homolog isoform X2	LOC107383437	Pard3
XP_015811531.1	partitioning defective 3 homolog isoform X3	LOC107383437	Pard3
XP_015811531.1	partitioning defective 3 homolog isoform X3	LOC107383437	Pard3b
XP_015811532.1	partitioning defective 3 homolog isoform X4	LOC107383437	Pard3
XP_015811532.1	partitioning defective 3 homolog isoform X4	LOC107383437	Pard3b
XP_015811535.1	enhancer of polycomb homolog 1-like isoform X1	LOC107383440	Epc2
XP_015811535.1	enhancer of polycomb homolog 1-like isoform X1	LOC107383440	Epc1
XP_015811536.1	enhancer of polycomb homolog 1-like isoform X2	LOC107383440	Epc2
XP_015811537.1	integrin beta-1-like	LOC107383442	Itgb1
XP_015811537.1	integrin beta-1-like	LOC107383442	Itgb7
XP_015811543.1	rho GTPase-activating protein 12 isoform X1	arhgap12	Arhgap12
XP_015811544.1	rho GTPase-activating protein 12 isoform X2	arhgap12	Arhgap12
XP_015811545.1	rho GTPase-activating protein 12 isoform X3	arhgap12	Arhgap12
XP_015811546.1	rho GTPase-activating protein 12 isoform X4	arhgap12	Arhgap12
XP_015811547.1	rho GTPase-activating protein 12 isoform X5	arhgap12	Arhgap27
XP_015811548.1	kinesin-1 heavy chain	kif5b	Kif5b
XP_015811553.1	DNA polymerase delta subunit 3	pold3	Pold3
XP_015811555.1	zinc finger E-box-binding homeobox 1-like isoform X1	LOC107383450	Zeb1
XP_015811558.1	eukaryotic translation initiation factor 3 subunit F	eif3f	Eif3f
XP_015811559.1	MICOS complex subunit MIC26-like	LOC107383454	Apoo
XP_015811559.1	MICOS complex subunit MIC26-like	LOC107383454	Apool
XP_015811560.1	protein PIH1D3	pih1d3	Dnaaf6
XP_015811560.1	protein PIH1D3	pih1d3	Dnaaf6b
XP_015811561.1	type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	tmem55b	Pip4p1
XP_015811562.1	DNA ligase 1	lig1	Lig1
XP_015811567.1	myelin protein P0 isoform X1	mpz	Mpz
XP_015811567.1	myelin protein P0 isoform X1	mpz	Mpzl1
XP_015811569.1	myelin protein P0 isoform X3	mpz	Mpzl1
XP_015811573.1	cell adhesion molecule 3 isoform X1	cadm3	Crtam
XP_015811575.1	cell adhesion molecule 3 isoform X2	cadm3	Cadm3
XP_015811575.1	cell adhesion molecule 3 isoform X2	cadm3	Crtam
XP_015811576.1	succinate dehydrogenase cytochrome b560 subunit, mitochondrial	sdhc	Sdhc
XP_015811583.1	uncharacterized protein LOC107383469	LOC107383469	Slamf6
XP_015811586.1	glycosyltransferase 8 domain-containing protein 2	glt8d2	Glt8d2
XP_015811588.1	rho GTPase-activating protein 30-like	LOC107383473	Arhgap30
XP_015811590.1	dual specificity testis-specific protein kinase 2-like	LOC107383474	Tesk2
XP_015811593.1	nectin-4-like isoform X3	LOC107383475	Nectin4
XP_015811595.1	gastrula zinc finger protein xFG20-1-like	LOC107383477	Zfp961
XP_015811601.1	vang-like protein 2	vangl2	Vangl2
XP_015811602.1	coatomer subunit alpha	copa	Copa
XP_015811603.1	nicastrin	ncstn	Ncstn
XP_015811604.1	peroxisomal biogenesis factor 19	pex19	Pex19
XP_015811605.1	myeloid-associated differentiation marker homolog	LOC107383483	Myadm
XP_015811606.1	nuclear factor of activated T-cells, cytoplasmic 4	nfatc4	Nfatc4
XP_015811607.1	poly [ADP-ribose] polymerase 2	parp2	Parp2
XP_015811608.1	methyltransferase-like protein 17, mitochondrial	mettl17	Mettl17
XP_015811609.1	epimerase family protein SDR39U1	sdr39u1	Sdr39u1
XP_015811610.1	ankyrin repeat domain-containing protein 16	ankrd16	Ankrd16
XP_015811613.1	leukotriene B4 receptor 1-like	LOC107383490	Ltb4r2
XP_015811616.1	telomerase protein component 1 isoform X1	tep1	Ttc41
XP_015811617.1	telomerase protein component 1 isoform X2	tep1	Tep1
XP_015811617.1	telomerase protein component 1 isoform X2	tep1	Ttc41
XP_015811620.1	uncharacterized protein LOC107383494 isoform X3	LOC107383494	Apol7b
XP_015811620.1	uncharacterized protein LOC107383494 isoform X3	LOC107383494	Apol9b
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol9a
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol11a
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol7e
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol6
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol9b
XP_015811624.1	uncharacterized protein LOC107383494 isoform X7	LOC107383494	Apol10b
XP_015811625.1	uncharacterized protein LOC107383494 isoform X8	LOC107383494	Apol8
